지점,지점명,일시,기온(°C),습도(%)
119,수원,2024-08-18 15:00,33.3,58
119,수원,2024-08-18 16:00,29.9,66
119,수원,2024-08-18 17:00,28.3,74
119,수원,2024-08-18 18:00,27.3,81
119,수원,2024-08-18 19:00,28.6,75
119,수원,2024-08-18 20:00,28.3,79
119,수원,2024-08-18 21:00,27.9,82
119,수원,2024-08-18 22:00,27.6,84
119,수원,2024-08-18 23:00,27,88
119,수원,2024-08-19 00:00,26.7,89
119,수원,2024-08-19 01:00,26.4,88
119,수원,2024-08-19 02:00,25.9,92
119,수원,2024-08-19 03:00,25.8,92
119,수원,2024-08-19 04:00,25.5,93
119,수원,2024-08-19 05:00,25.6,94
119,수원,2024-08-19 06:00,26,91
119,수원,2024-08-19 07:00,26.7,88
119,수원,2024-08-19 08:00,28,79
119,수원,2024-08-19 09:00,29.4,74
119,수원,2024-08-19 10:00,30.6,66
119,수원,2024-08-19 11:00,31.5,62
119,수원,2024-08-19 12:00,32.1,57
119,수원,2024-08-19 13:00,33.4,55
119,수원,2024-08-19 14:00,34,49
119,수원,2024-08-19 15:00,34.3,46
119,수원,2024-08-19 16:00,33.8,52
119,수원,2024-08-19 17:00,34,51
119,수원,2024-08-19 18:00,32.1,68
119,수원,2024-08-19 19:00,30.2,73
119,수원,2024-08-19 20:00,28.4,83
119,수원,2024-08-19 21:00,28,84
119,수원,2024-08-19 22:00,28.3,79
119,수원,2024-08-19 23:00,27.6,84
119,수원,2024-08-20 00:00,27.4,84
119,수원,2024-08-20 01:00,27.2,85
119,수원,2024-08-20 02:00,26.8,88
119,수원,2024-08-20 03:00,26.4,89
119,수원,2024-08-20 04:00,27.1,85
119,수원,2024-08-20 05:00,27.4,78
119,수원,2024-08-20 06:00,27.5,77
119,수원,2024-08-20 07:00,28.4,73
119,수원,2024-08-20 08:00,29.3,70
119,수원,2024-08-20 09:00,30.1,70
119,수원,2024-08-20 10:00,31.7,64
119,수원,2024-08-20 11:00,32.5,60
119,수원,2024-08-20 12:00,32.6,60
119,수원,2024-08-20 13:00,33,60
119,수원,2024-08-20 14:00,33.4,59
119,수원,2024-08-20 15:00,33.9,59
119,수원,2024-08-20 16:00,34.2,56
119,수원,2024-08-20 17:00,34,58
119,수원,2024-08-20 18:00,33.3,60
119,수원,2024-08-20 19:00,32.6,63
119,수원,2024-08-20 20:00,29.5,80
119,수원,2024-08-20 21:00,29.3,80
119,수원,2024-08-20 22:00,30.4,73
119,수원,2024-08-20 23:00,30.5,70
119,수원,2024-08-21 00:00,30.1,71
119,수원,2024-08-21 01:00,28.8,82
119,수원,2024-08-21 02:00,26.8,95
119,수원,2024-08-21 03:00,26.8,93
119,수원,2024-08-21 04:00,27,91
119,수원,2024-08-21 05:00,27.1,90
119,수원,2024-08-21 06:00,26.2,95
119,수원,2024-08-21 07:00,26.3,95
119,수원,2024-08-21 08:00,26.5,93
119,수원,2024-08-21 09:00,26.6,94
119,수원,2024-08-21 10:00,26.8,94
119,수원,2024-08-21 11:00,27.3,92
119,수원,2024-08-21 12:00,26.2,92
119,수원,2024-08-21 13:00,26.4,94
119,수원,2024-08-21 14:00,27.2,94
119,수원,2024-08-21 15:00,28.2,88
119,수원,2024-08-21 16:00,28.8,87
119,수원,2024-08-21 17:00,29.6,83
119,수원,2024-08-21 18:00,29.3,85
119,수원,2024-08-21 19:00,29.2,85
119,수원,2024-08-21 20:00,28.9,81
119,수원,2024-08-21 21:00,28.7,79
119,수원,2024-08-21 22:00,28.4,80
119,수원,2024-08-21 23:00,28.1,81
119,수원,2024-08-22 00:00,27.9,83
119,수원,2024-08-22 01:00,26.5,92
119,수원,2024-08-22 02:00,26,96
119,수원,2024-08-22 03:00,26.2,96
119,수원,2024-08-22 04:00,26.8,93
119,수원,2024-08-22 05:00,26.9,89
119,수원,2024-08-22 06:00,26.8,89
119,수원,2024-08-22 07:00,27.7,84
119,수원,2024-08-22 08:00,29.3,77
119,수원,2024-08-22 09:00,29.8,72
119,수원,2024-08-22 10:00,29.9,73
119,수원,2024-08-22 11:00,28.5,81
119,수원,2024-08-22 12:00,30.2,75
119,수원,2024-08-22 13:00,30.2,73
119,수원,2024-08-22 14:00,28,87
119,수원,2024-08-22 15:00,29.3,83
119,수원,2024-08-22 16:00,29.4,80
119,수원,2024-08-22 17:00,29.3,77
119,수원,2024-08-22 18:00,28.6,77
119,수원,2024-08-22 19:00,27.6,83
119,수원,2024-08-22 20:00,26.7,88
119,수원,2024-08-22 21:00,26.6,85
119,수원,2024-08-22 22:00,26.3,87
119,수원,2024-08-22 23:00,26.1,88
119,수원,2024-08-23 00:00,25.9,89
119,수원,2024-08-23 01:00,25.7,90
119,수원,2024-08-23 02:00,25.2,91
119,수원,2024-08-23 03:00,24.8,92
119,수원,2024-08-23 04:00,25,91
119,수원,2024-08-23 05:00,24.9,91
119,수원,2024-08-23 06:00,25,92
119,수원,2024-08-23 07:00,25.3,91
119,수원,2024-08-23 08:00,24.9,89
119,수원,2024-08-23 09:00,25.2,91
119,수원,2024-08-23 10:00,27.3,84
119,수원,2024-08-23 11:00,28.6,76
119,수원,2024-08-23 12:00,29.4,70
119,수원,2024-08-23 13:00,30.2,68
119,수원,2024-08-23 14:00,30.5,68
119,수원,2024-08-23 15:00,29.9,70
119,수원,2024-08-23 16:00,29.9,71
119,수원,2024-08-23 17:00,29,69
119,수원,2024-08-23 18:00,28.8,72
119,수원,2024-08-23 19:00,27.8,80
119,수원,2024-08-23 20:00,26.6,86
119,수원,2024-08-23 21:00,25.8,89
119,수원,2024-08-23 22:00,25.7,91
119,수원,2024-08-23 23:00,25.4,92
119,수원,2024-08-24 00:00,25.1,93
119,수원,2024-08-24 01:00,25.1,94
119,수원,2024-08-24 02:00,25.1,94
119,수원,2024-08-24 03:00,25,94
119,수원,2024-08-24 04:00,24.9,94
119,수원,2024-08-24 05:00,24.8,94
119,수원,2024-08-24 06:00,25.1,94
119,수원,2024-08-24 07:00,25.4,93
119,수원,2024-08-24 08:00,26.1,91
119,수원,2024-08-24 09:00,27.6,84
119,수원,2024-08-24 10:00,29.1,77
119,수원,2024-08-24 11:00,30,70
119,수원,2024-08-24 12:00,28.9,78
119,수원,2024-08-24 13:00,29.9,72
119,수원,2024-08-24 14:00,29.9,72
119,수원,2024-08-24 15:00,31,65
119,수원,2024-08-24 16:00,30.9,65
119,수원,2024-08-24 17:00,30.8,64
119,수원,2024-08-24 18:00,29.9,67
119,수원,2024-08-24 19:00,28.1,73
119,수원,2024-08-24 20:00,26.9,78
119,수원,2024-08-24 21:00,26.2,84
119,수원,2024-08-24 22:00,25.8,87
119,수원,2024-08-24 23:00,25.4,89
119,수원,2024-08-25 00:00,25,90
119,수원,2024-08-25 01:00,24.7,92
119,수원,2024-08-25 02:00,24.3,94
119,수원,2024-08-25 03:00,24.2,94
119,수원,2024-08-25 04:00,23.9,95
119,수원,2024-08-25 05:00,23.8,95
119,수원,2024-08-25 06:00,23.7,95
119,수원,2024-08-25 07:00,24.2,95
119,수원,2024-08-25 08:00,26.1,89
119,수원,2024-08-25 09:00,28.2,79
119,수원,2024-08-25 10:00,29.8,72
119,수원,2024-08-25 11:00,30.6,66
119,수원,2024-08-25 12:00,31,61
119,수원,2024-08-25 13:00,31.6,60
119,수원,2024-08-25 14:00,31.8,61
119,수원,2024-08-25 15:00,30.1,73
119,수원,2024-08-25 16:00,29.2,81
119,수원,2024-08-25 17:00,28.8,77
119,수원,2024-08-25 18:00,29.3,75
119,수원,2024-08-25 19:00,27.8,83
119,수원,2024-08-25 20:00,26.6,87
119,수원,2024-08-25 21:00,26.2,88
119,수원,2024-08-25 22:00,25.8,91
119,수원,2024-08-25 23:00,25.6,92
119,수원,2024-08-26 00:00,25.3,94
119,수원,2024-08-26 01:00,25,94
119,수원,2024-08-26 02:00,24.7,94
119,수원,2024-08-26 03:00,24.9,95
119,수원,2024-08-26 04:00,24.8,95
119,수원,2024-08-26 05:00,24.7,95
119,수원,2024-08-26 06:00,24.6,94
119,수원,2024-08-26 07:00,25.2,93
119,수원,2024-08-26 08:00,26.1,90
119,수원,2024-08-26 09:00,27.6,81
119,수원,2024-08-26 10:00,28.2,77
119,수원,2024-08-26 11:00,29.1,74
119,수원,2024-08-26 12:00,30,72
119,수원,2024-08-26 13:00,30.2,67
119,수원,2024-08-26 14:00,30.5,66
119,수원,2024-08-26 15:00,30.3,69
119,수원,2024-08-26 16:00,29.9,74
119,수원,2024-08-26 17:00,29.4,74
119,수원,2024-08-26 18:00,28.7,75
119,수원,2024-08-26 19:00,28,63
119,수원,2024-08-26 20:00,27,74
119,수원,2024-08-26 21:00,26.6,80
119,수원,2024-08-26 22:00,26.2,81
119,수원,2024-08-26 23:00,25.9,82
119,수원,2024-08-27 00:00,25.5,86
119,수원,2024-08-27 01:00,25.6,85
119,수원,2024-08-27 02:00,25.4,88
119,수원,2024-08-27 03:00,25.3,89
119,수원,2024-08-27 04:00,25.3,89
119,수원,2024-08-27 05:00,25.8,84
119,수원,2024-08-27 06:00,25.4,84
119,수원,2024-08-27 07:00,25.3,82
119,수원,2024-08-27 08:00,25.5,82
119,수원,2024-08-27 09:00,26.4,62
119,수원,2024-08-27 10:00,25.7,77
119,수원,2024-08-27 11:00,25,75
119,수원,2024-08-27 12:00,25,77
119,수원,2024-08-27 13:00,25.4,76
119,수원,2024-08-27 14:00,26.4,77
119,수원,2024-08-27 15:00,27.6,70
119,수원,2024-08-27 16:00,28.1,68
119,수원,2024-08-27 17:00,29,63
119,수원,2024-08-27 18:00,28.7,63
119,수원,2024-08-27 19:00,27.7,67
119,수원,2024-08-27 20:00,26.4,73
119,수원,2024-08-27 21:00,25.7,79
119,수원,2024-08-27 22:00,25.3,81
119,수원,2024-08-27 23:00,24.9,81
119,수원,2024-08-28 00:00,24.6,82
119,수원,2024-08-28 01:00,24.3,82
119,수원,2024-08-28 02:00,24.1,78
119,수원,2024-08-28 03:00,23.7,78
119,수원,2024-08-28 04:00,23.3,80
119,수원,2024-08-28 05:00,22.4,83
119,수원,2024-08-28 06:00,22.2,82
119,수원,2024-08-28 07:00,23.7,74
119,수원,2024-08-28 08:00,25.4,65
119,수원,2024-08-28 09:00,26.9,63
119,수원,2024-08-28 10:00,28.2,57
119,수원,2024-08-28 11:00,29.2,54
119,수원,2024-08-28 12:00,30.1,54
119,수원,2024-08-28 13:00,31.1,54
119,수원,2024-08-28 14:00,31.3,53
119,수원,2024-08-28 15:00,32,51
119,수원,2024-08-28 16:00,32.4,52
119,수원,2024-08-28 17:00,32,52
119,수원,2024-08-28 18:00,31.5,53
119,수원,2024-08-28 19:00,30.4,56
119,수원,2024-08-28 20:00,29.2,62
119,수원,2024-08-28 21:00,29,62
119,수원,2024-08-28 22:00,28.3,64
119,수원,2024-08-28 23:00,27.4,65
119,수원,2024-08-29 00:00,26.6,67
119,수원,2024-08-29 01:00,25.6,71
119,수원,2024-08-29 02:00,25.5,67
119,수원,2024-08-29 03:00,24.9,69
119,수원,2024-08-29 04:00,23.8,75
119,수원,2024-08-29 05:00,23.4,75
119,수원,2024-08-29 06:00,23.2,74
119,수원,2024-08-29 07:00,24.6,69
119,수원,2024-08-29 08:00,26.3,63
119,수원,2024-08-29 09:00,27.5,59
119,수원,2024-08-29 10:00,28.6,59
119,수원,2024-08-29 11:00,29.7,55
119,수원,2024-08-29 12:00,30.7,55
119,수원,2024-08-29 13:00,31.4,53
119,수원,2024-08-29 14:00,32,51
119,수원,2024-08-29 15:00,32.2,50
119,수원,2024-08-29 16:00,32.4,52
119,수원,2024-08-29 17:00,32.1,55
119,수원,2024-08-29 18:00,31.1,56
119,수원,2024-08-29 19:00,29.9,59
119,수원,2024-08-29 20:00,28.9,61
119,수원,2024-08-29 21:00,28,64
119,수원,2024-08-29 22:00,27.2,64
119,수원,2024-08-29 23:00,26.7,64
119,수원,2024-08-30 00:00,26.2,66
119,수원,2024-08-30 01:00,25.7,69
119,수원,2024-08-30 02:00,24.5,75
119,수원,2024-08-30 03:00,23.6,78
119,수원,2024-08-30 04:00,23.3,81
119,수원,2024-08-30 05:00,23.1,80
119,수원,2024-08-30 06:00,23.2,81
119,수원,2024-08-30 07:00,24.9,75
119,수원,2024-08-30 08:00,27.4,67
119,수원,2024-08-30 09:00,29.4,60
119,수원,2024-08-30 10:00,30.3,57
119,수원,2024-08-30 11:00,30.5,54
119,수원,2024-08-30 12:00,31.6,54
119,수원,2024-08-30 13:00,31.5,54
119,수원,2024-08-30 14:00,32.1,50
119,수원,2024-08-30 15:00,32.2,51
119,수원,2024-08-30 16:00,32.4,56
119,수원,2024-08-30 17:00,31.4,57
119,수원,2024-08-30 18:00,29.4,63
119,수원,2024-08-30 19:00,27.2,75
119,수원,2024-08-30 20:00,26.3,75
119,수원,2024-08-30 21:00,24.9,78
119,수원,2024-08-30 22:00,24.8,81
119,수원,2024-08-30 23:00,23.9,87
119,수원,2024-08-31 00:00,23.5,89
119,수원,2024-08-31 01:00,23.7,86
119,수원,2024-08-31 02:00,23.4,84
119,수원,2024-08-31 03:00,22.8,86
119,수원,2024-08-31 04:00,21.9,89
119,수원,2024-08-31 05:00,21.7,89
119,수원,2024-08-31 06:00,21.2,90
119,수원,2024-08-31 07:00,22.5,85
119,수원,2024-08-31 08:00,24.4,75
119,수원,2024-08-31 09:00,25.7,71
119,수원,2024-08-31 10:00,27.3,66
119,수원,2024-08-31 11:00,28.7,58
119,수원,2024-08-31 12:00,29.3,56
119,수원,2024-08-31 13:00,30.4,55
119,수원,2024-08-31 14:00,31.2,53
119,수원,2024-08-31 15:00,31.8,52
119,수원,2024-08-31 16:00,30.6,61
119,수원,2024-08-31 17:00,30.4,63
119,수원,2024-08-31 18:00,28.9,65
119,수원,2024-08-31 19:00,27.6,66
119,수원,2024-08-31 20:00,26.2,69
119,수원,2024-08-31 21:00,25.4,75
119,수원,2024-08-31 22:00,24.5,84
119,수원,2024-08-31 23:00,23.9,86
119,수원,2024-09-01 00:00,23.4,91
119,수원,2024-09-01 01:00,23.1,92
119,수원,2024-09-01 02:00,23.2,91
119,수원,2024-09-01 03:00,23.1,91
119,수원,2024-09-01 04:00,23.5,91
119,수원,2024-09-01 05:00,23.2,95
119,수원,2024-09-01 06:00,23,94
119,수원,2024-09-01 07:00,23.6,92
119,수원,2024-09-01 08:00,24.4,84
119,수원,2024-09-01 09:00,25.1,83
119,수원,2024-09-01 10:00,26.7,72
119,수원,2024-09-01 11:00,28.3,65
119,수원,2024-09-01 12:00,29.1,56
119,수원,2024-09-01 13:00,29.4,53
119,수원,2024-09-01 14:00,30,49
119,수원,2024-09-01 15:00,30.9,51
119,수원,2024-09-01 16:00,30.2,58
119,수원,2024-09-01 17:00,27.9,64
119,수원,2024-09-01 18:00,26.8,67
119,수원,2024-09-01 19:00,25.9,69
119,수원,2024-09-01 20:00,25,74
119,수원,2024-09-01 21:00,25.3,72
119,수원,2024-09-01 22:00,24.4,77
119,수원,2024-09-01 23:00,23.6,80
119,수원,2024-09-02 00:00,22.8,84
119,수원,2024-09-02 01:00,22,86
119,수원,2024-09-02 02:00,21.5,88
119,수원,2024-09-02 03:00,21.6,89
119,수원,2024-09-02 04:00,21.6,91
119,수원,2024-09-02 05:00,22.4,89
119,수원,2024-09-02 06:00,22.5,92
119,수원,2024-09-02 07:00,21.9,86
119,수원,2024-09-02 08:00,22.3,80
119,수원,2024-09-02 09:00,22.9,84
119,수원,2024-09-02 10:00,23.9,81
119,수원,2024-09-02 11:00,24.6,75
119,수원,2024-09-02 12:00,25.3,72
119,수원,2024-09-02 13:00,26.4,56
119,수원,2024-09-02 14:00,27.7,54
119,수원,2024-09-02 15:00,28.2,53
119,수원,2024-09-02 16:00,27.8,62
119,수원,2024-09-02 17:00,27.3,57
119,수원,2024-09-02 18:00,25.9,64
119,수원,2024-09-02 19:00,25.7,70
119,수원,2024-09-02 20:00,26.2,71
119,수원,2024-09-02 21:00,25.9,76
119,수원,2024-09-02 22:00,25.1,78
119,수원,2024-09-02 23:00,25,74
119,수원,2024-09-03 00:00,25,69
119,수원,2024-09-03 01:00,24.5,69
119,수원,2024-09-03 02:00,24.2,69
119,수원,2024-09-03 03:00,23.8,69
119,수원,2024-09-03 04:00,23.7,68
119,수원,2024-09-03 05:00,23.7,66
119,수원,2024-09-03 06:00,23.6,65
119,수원,2024-09-03 07:00,23.8,62
119,수원,2024-09-03 08:00,24.7,57
119,수원,2024-09-03 09:00,25.9,52
119,수원,2024-09-03 10:00,26.8,52
119,수원,2024-09-03 11:00,27.7,52
119,수원,2024-09-03 12:00,28.3,52
119,수원,2024-09-03 13:00,29.1,52
119,수원,2024-09-03 14:00,30.5,54
119,수원,2024-09-03 15:00,30.9,50
119,수원,2024-09-03 16:00,30.5,51
119,수원,2024-09-03 17:00,30.6,51
119,수원,2024-09-03 18:00,29.5,54
119,수원,2024-09-03 19:00,28.7,55
119,수원,2024-09-03 20:00,28.2,57
119,수원,2024-09-03 21:00,27.6,59
119,수원,2024-09-03 22:00,27.4,58
119,수원,2024-09-03 23:00,26.4,60
119,수원,2024-09-04 00:00,25.7,62
119,수원,2024-09-04 01:00,25,64
119,수원,2024-09-04 02:00,24.1,65
119,수원,2024-09-04 03:00,23.8,64
119,수원,2024-09-04 04:00,23,67
119,수원,2024-09-04 05:00,22.5,68
119,수원,2024-09-04 06:00,22.8,67
119,수원,2024-09-04 07:00,23.2,66
119,수원,2024-09-04 08:00,24.2,64
119,수원,2024-09-04 09:00,25.9,59
119,수원,2024-09-04 10:00,27.1,56
119,수원,2024-09-04 11:00,28.1,51
119,수원,2024-09-04 12:00,29,53
119,수원,2024-09-04 13:00,29.9,50
119,수원,2024-09-04 14:00,30.8,49
119,수원,2024-09-04 15:00,31.2,47
119,수원,2024-09-04 16:00,31.3,47
119,수원,2024-09-04 17:00,31.4,46
119,수원,2024-09-04 18:00,30.6,51
119,수원,2024-09-04 19:00,28.8,59
119,수원,2024-09-04 20:00,26.4,74
119,수원,2024-09-04 21:00,25.8,79
119,수원,2024-09-04 22:00,25.9,80
119,수원,2024-09-04 23:00,25.7,83
119,수원,2024-09-05 00:00,25.3,80
119,수원,2024-09-05 01:00,25.2,77
119,수원,2024-09-05 02:00,25.1,76
119,수원,2024-09-05 03:00,25,80
119,수원,2024-09-05 04:00,24.5,82
119,수원,2024-09-05 05:00,24.5,78
119,수원,2024-09-05 06:00,24.1,80
119,수원,2024-09-05 07:00,24.5,83
119,수원,2024-09-05 08:00,25.7,77
119,수원,2024-09-05 09:00,27.1,73
119,수원,2024-09-05 10:00,28.3,67
119,수원,2024-09-05 11:00,29.3,58
119,수원,2024-09-05 12:00,29.2,63
119,수원,2024-09-05 13:00,28.9,68
119,수원,2024-09-05 14:00,28.2,72
119,수원,2024-09-05 15:00,28.2,74
119,수원,2024-09-05 16:00,25.6,91
119,수원,2024-09-05 17:00,27,84
119,수원,2024-09-05 18:00,26.3,85
119,수원,2024-09-05 19:00,26,86
119,수원,2024-09-05 20:00,25.7,84
119,수원,2024-09-05 21:00,25.3,88
119,수원,2024-09-05 22:00,25.3,89
119,수원,2024-09-05 23:00,25.1,89
119,수원,2024-09-06 00:00,25,89
119,수원,2024-09-06 01:00,25,89
119,수원,2024-09-06 02:00,24.9,90
119,수원,2024-09-06 03:00,24.9,91
119,수원,2024-09-06 04:00,24.8,92
119,수원,2024-09-06 05:00,24.3,93
119,수원,2024-09-06 06:00,24.2,90
119,수원,2024-09-06 07:00,24.2,88
119,수원,2024-09-06 08:00,24.4,87
119,수원,2024-09-06 09:00,23.7,92
119,수원,2024-09-06 10:00,23.6,92
119,수원,2024-09-06 11:00,23.9,91
119,수원,2024-09-06 12:00,24.6,86
119,수원,2024-09-06 13:00,24.9,81
119,수원,2024-09-06 14:00,24.9,80
119,수원,2024-09-06 15:00,25.4,78
119,수원,2024-09-06 16:00,25.8,75
119,수원,2024-09-06 17:00,25,76
119,수원,2024-09-06 18:00,24.8,75
119,수원,2024-09-06 19:00,24.3,76
119,수원,2024-09-06 20:00,24,76
119,수원,2024-09-06 21:00,23.7,78
119,수원,2024-09-06 22:00,23.7,78
119,수원,2024-09-06 23:00,23.5,79
119,수원,2024-09-07 00:00,23.3,81
119,수원,2024-09-07 01:00,23.3,82
119,수원,2024-09-07 02:00,23.1,84
119,수원,2024-09-07 03:00,23,85
119,수원,2024-09-07 04:00,22.8,86
119,수원,2024-09-07 05:00,22.9,86
119,수원,2024-09-07 06:00,22.6,88
119,수원,2024-09-07 07:00,22.8,88
119,수원,2024-09-07 08:00,24.5,80
119,수원,2024-09-07 09:00,26.1,78
119,수원,2024-09-07 10:00,26.4,73
119,수원,2024-09-07 11:00,27.6,70
119,수원,2024-09-07 12:00,28.7,59
119,수원,2024-09-07 13:00,30,54
119,수원,2024-09-07 14:00,29.8,57
119,수원,2024-09-07 15:00,30.6,53
119,수원,2024-09-07 16:00,30.5,49
119,수원,2024-09-07 17:00,30.3,52
119,수원,2024-09-07 18:00,28.8,61
119,수원,2024-09-07 19:00,26.4,68
119,수원,2024-09-07 20:00,25,79
119,수원,2024-09-07 21:00,24.1,83
119,수원,2024-09-07 22:00,23.5,85
119,수원,2024-09-07 23:00,23.1,89
119,수원,2024-09-08 00:00,23.1,90
119,수원,2024-09-08 01:00,23,89
119,수원,2024-09-08 02:00,22.5,91
119,수원,2024-09-08 03:00,22.2,92
119,수원,2024-09-08 04:00,21.9,92
119,수원,2024-09-08 05:00,21.7,94
119,수원,2024-09-08 06:00,21.8,94
119,수원,2024-09-08 07:00,22.4,94
119,수원,2024-09-08 08:00,24.5,82
119,수원,2024-09-08 09:00,26,77
119,수원,2024-09-08 10:00,27.2,71
119,수원,2024-09-08 11:00,28.2,65
119,수원,2024-09-08 12:00,29.1,60
119,수원,2024-09-08 13:00,29.9,57
119,수원,2024-09-08 14:00,30.6,51
119,수원,2024-09-08 15:00,31,49
119,수원,2024-09-08 16:00,30.9,55
119,수원,2024-09-08 17:00,30,62
119,수원,2024-09-08 18:00,28.6,64
119,수원,2024-09-08 19:00,26.7,72
119,수원,2024-09-08 20:00,25.4,80
119,수원,2024-09-08 21:00,24.7,81
119,수원,2024-09-08 22:00,24.4,83
119,수원,2024-09-08 23:00,24,85
119,수원,2024-09-09 00:00,23.7,86
119,수원,2024-09-09 01:00,23.2,88
119,수원,2024-09-09 02:00,23.4,88
119,수원,2024-09-09 03:00,22.7,90
119,수원,2024-09-09 04:00,22.5,92
119,수원,2024-09-09 05:00,22.7,92
119,수원,2024-09-09 06:00,23.2,91
119,수원,2024-09-09 07:00,24.1,87
119,수원,2024-09-09 08:00,26.2,77
119,수원,2024-09-09 09:00,28.2,72
119,수원,2024-09-09 10:00,29,66
119,수원,2024-09-09 11:00,30.2,62
119,수원,2024-09-09 12:00,31.3,58
119,수원,2024-09-09 13:00,31.6,62
119,수원,2024-09-09 14:00,32.5,56
119,수원,2024-09-09 15:00,32.4,56
119,수원,2024-09-09 16:00,32.6,55
119,수원,2024-09-09 17:00,31.8,60
119,수원,2024-09-09 18:00,30.3,63
119,수원,2024-09-09 19:00,28.5,70
119,수원,2024-09-09 20:00,27.1,74
119,수원,2024-09-09 21:00,26.3,78
119,수원,2024-09-09 22:00,26.3,79
119,수원,2024-09-09 23:00,25.8,82
119,수원,2024-09-10 00:00,25.5,83
119,수원,2024-09-10 01:00,25,86
119,수원,2024-09-10 02:00,24.5,89
119,수원,2024-09-10 03:00,24.5,89
119,수원,2024-09-10 04:00,24.5,90
119,수원,2024-09-10 05:00,24.2,90
119,수원,2024-09-10 06:00,24.1,91
119,수원,2024-09-10 07:00,24.7,90
119,수원,2024-09-10 08:00,27.1,77
119,수원,2024-09-10 09:00,28.8,66
119,수원,2024-09-10 10:00,29.8,64
119,수원,2024-09-10 11:00,30.8,61
119,수원,2024-09-10 12:00,32,58
119,수원,2024-09-10 13:00,31.8,60
119,수원,2024-09-10 14:00,32.9,57
119,수원,2024-09-10 15:00,32.3,60
119,수원,2024-09-10 16:00,32.6,58
119,수원,2024-09-10 17:00,32.1,59
119,수원,2024-09-10 18:00,31.2,58
119,수원,2024-09-10 19:00,28.7,70
119,수원,2024-09-10 20:00,27.4,74
119,수원,2024-09-10 21:00,27.6,70
119,수원,2024-09-10 22:00,26.9,74
119,수원,2024-09-10 23:00,26.5,76
119,수원,2024-09-11 00:00,26.2,77
119,수원,2024-09-11 01:00,25.5,81
119,수원,2024-09-11 02:00,25.1,82
119,수원,2024-09-11 03:00,24.5,85
119,수원,2024-09-11 04:00,24.7,84
119,수원,2024-09-11 05:00,24.6,85
119,수원,2024-09-11 06:00,24.2,87
119,수원,2024-09-11 07:00,24.8,85
119,수원,2024-09-11 08:00,27.5,75
119,수원,2024-09-11 09:00,29.3,69
119,수원,2024-09-11 10:00,31.7,62
119,수원,2024-09-11 11:00,32.7,56
119,수원,2024-09-11 12:00,33.3,54
119,수원,2024-09-11 13:00,32.4,60
119,수원,2024-09-11 14:00,30.7,62
119,수원,2024-09-11 15:00,26.3,88
119,수원,2024-09-11 16:00,27.3,83
119,수원,2024-09-11 17:00,27.6,83
119,수원,2024-09-11 18:00,27.5,84
119,수원,2024-09-11 19:00,27.2,87
119,수원,2024-09-11 20:00,26.6,93
119,수원,2024-09-11 21:00,26.1,90
119,수원,2024-09-11 22:00,25.7,94
119,수원,2024-09-11 23:00,25.3,93
119,수원,2024-09-12 00:00,25.4,95
119,수원,2024-09-12 01:00,25.5,93
119,수원,2024-09-12 02:00,25.5,93
119,수원,2024-09-12 03:00,25.3,95
119,수원,2024-09-12 04:00,25.3,94
119,수원,2024-09-12 05:00,25.2,95
119,수원,2024-09-12 06:00,25.2,95
119,수원,2024-09-12 07:00,25.1,96
119,수원,2024-09-12 08:00,25,97
119,수원,2024-09-12 09:00,25.3,97
119,수원,2024-09-12 10:00,26.4,94
119,수원,2024-09-12 11:00,25.8,94
119,수원,2024-09-12 12:00,26.1,95
119,수원,2024-09-12 13:00,26,92
119,수원,2024-09-12 14:00,26,93
119,수원,2024-09-12 15:00,26.3,92
119,수원,2024-09-12 16:00,26.3,93
119,수원,2024-09-12 17:00,26.4,93
119,수원,2024-09-12 18:00,26.3,94
119,수원,2024-09-12 19:00,26.3,94
119,수원,2024-09-12 20:00,26,93
119,수원,2024-09-12 21:00,25.7,92
119,수원,2024-09-12 22:00,25.5,92
119,수원,2024-09-12 23:00,25.2,92
119,수원,2024-09-13 00:00,25.1,93
119,수원,2024-09-13 01:00,25,93
119,수원,2024-09-13 02:00,24.9,93
119,수원,2024-09-13 03:00,24.8,93
119,수원,2024-09-13 04:00,24.7,94
119,수원,2024-09-13 05:00,24.7,94
119,수원,2024-09-13 06:00,24.7,94
119,수원,2024-09-13 07:00,24.7,95
119,수원,2024-09-13 08:00,25.3,91
119,수원,2024-09-13 09:00,25.9,89
119,수원,2024-09-13 10:00,27.1,85
119,수원,2024-09-13 11:00,28.3,78
119,수원,2024-09-13 12:00,29.2,72
119,수원,2024-09-13 13:00,29,71
119,수원,2024-09-13 14:00,27.7,83
119,수원,2024-09-13 15:00,27.4,86
119,수원,2024-09-13 16:00,26.9,89
119,수원,2024-09-13 17:00,26.8,91
119,수원,2024-09-13 18:00,26.7,90
119,수원,2024-09-13 19:00,26.4,92
119,수원,2024-09-13 20:00,26.2,91
119,수원,2024-09-13 21:00,25.8,94
119,수원,2024-09-13 22:00,25.9,93
119,수원,2024-09-13 23:00,25.8,94
119,수원,2024-09-14 00:00,25.8,93
119,수원,2024-09-14 01:00,25.9,94
119,수원,2024-09-14 02:00,25.9,94
119,수원,2024-09-14 03:00,25.7,95
119,수원,2024-09-14 04:00,25.4,95
119,수원,2024-09-14 05:00,25,96
119,수원,2024-09-14 06:00,25.1,96
119,수원,2024-09-14 07:00,25.1,96
